date,merchant,amount,category
2026-06-18 06:49:46,Swiggy,2102,Restaurant
2026-06-18 14:02:46,KFC,3233,Restaurant
2026-06-18 21:15:46,McDonalds,4538,Restaurant
2026-06-18 04:28:46,DMart,60,Market
2026-06-18 11:41:46,BigBazaar,182,Market
2026-06-19 17:54:46,Reliance,335,Market
2026-06-19 01:07:46,Blinkit,337,Market
2026-06-19 08:20:46,Starbucks,556,Coffee
2026-06-19 15:33:46,CafeCoffeeDay,862,Coffee
2026-06-19 22:46:46,Barista,1340,Coffee
2026-06-19 04:59:46,OlaCabs,2079,Transport
2026-06-20 12:12:46,Uber,3282,Transport
2026-06-20 19:25:46,IRCTC,4669,Transport
2026-06-20 02:38:46,Rapido,180,Transport
2026-06-20 08:51:46,Razorpay,282,Business
2026-06-20 16:04:46,Zoho,263,Business
2026-06-20 23:17:46,Meesho,397,Business
2026-06-21 06:30:46,Zomato,692,Restaurant
2026-06-21 13:43:46,Swiggy,965,Restaurant
2026-06-21 19:56:46,KFC,1345,Restaurant
2026-06-21 03:09:46,McDonalds,2036,Restaurant
2026-06-21 10:22:46,DMart,3249,Market
2026-06-21 17:35:46,BigBazaar,4674,Market
2026-06-21 23:48:46,Reliance,150,Market
2026-06-22 07:01:46,Blinkit,125,Market
2026-06-22 14:14:46,Starbucks,359,Coffee
2026-06-22 21:27:46,CafeCoffeeDay,329,Coffee
2026-06-22 04:40:46,Barista,707,Coffee
2026-06-22 10:53:46,OlaCabs,996,Transport
2026-06-23 18:06:46,Uber,1466,Transport
2026-06-23 01:19:46,IRCTC,2061,Transport
2026-06-23 08:32:46,Rapido,3304,Transport
2026-06-23 15:45:46,Razorpay,4575,Business
2026-06-23 21:58:46,Zoho,150,Business
2026-06-23 05:11:46,Meesho,215,Business
2026-06-24 12:24:46,Zomato,238,Restaurant
2026-06-24 19:37:46,Swiggy,405,Restaurant
2026-06-24 01:50:46,KFC,626,Restaurant
2026-06-24 09:03:46,McDonalds,946,Restaurant
2026-06-24 16:16:46,DMart,1372,Market
2026-06-24 23:29:46,BigBazaar,2026,Market
2026-06-25 06:42:46,Reliance,3306,Market
2026-06-25 12:55:46,Blinkit,4544,Market
2026-06-25 20:08:46,Starbucks,120,Coffee
2026-06-25 03:21:46,CafeCoffeeDay,209,Coffee
2026-06-25 10:34:46,Barista,260,Coffee
2026-06-25 17:47:46,OlaCabs,470,Transport
2026-06-26 00:00:46,Uber,605,Transport
2026-06-26 07:13:46,IRCTC,925,Transport
2026-06-26 14:26:46,Rapido,1309,Transport
2026-06-26 21:39:46,Razorpay,2095,Business
2026-06-26 03:52:46,Zoho,3241,Business
2026-06-26 11:05:46,Meesho,4537,Business
2026-06-27 18:18:46,Zomato,63,Restaurant
2026-06-27 01:31:46,Swiggy,121,Restaurant
2026-06-27 08:44:46,KFC,203,Restaurant
2026-06-27 14:57:46,McDonalds,410,Restaurant
2026-06-27 22:10:46,DMart,564,Market
2026-06-27 05:23:46,BigBazaar,1020,Market
2026-06-28 12:36:46,Reliance,1459,Market
2026-06-28 18:49:46,Blinkit,2015,Market
2026-06-28 02:02:46,Starbucks,3153,Coffee
2026-06-28 09:15:46,CafeCoffeeDay,4662,Coffee
2026-06-28 16:28:46,Barista,60,Coffee
2026-06-28 23:41:46,OlaCabs,250,Transport
2026-06-29 05:54:46,Uber,323,Transport
2026-06-29 13:07:46,IRCTC,443,Transport
2026-06-29 20:20:46,Rapido,624,Transport
2026-06-29 03:33:46,Razorpay,1001,Business
2026-06-29 10:46:46,Zoho,1301,Business
2026-06-29 16:59:46,Meesho,2025,Business
2026-06-30 00:12:46,Zomato,3210,Restaurant
2026-06-30 07:25:46,Swiggy,4690,Restaurant
2026-06-30 14:38:46,KFC,232,Restaurant
2026-06-30 20:51:46,McDonalds,208,Restaurant
2026-06-30 04:04:46,DMart,364,Market
2026-06-30 11:17:46,BigBazaar,313,Market
2026-07-01 18:30:46,Reliance,613,Market
2026-07-01 01:43:46,Blinkit,983,Market
2026-07-01 07:56:46,Starbucks,1349,Coffee
2026-07-01 15:09:46,CafeCoffeeDay,2010,Coffee
2026-07-01 22:22:46,Barista,3146,Coffee
2026-07-01 05:35:46,OlaCabs,4667,Transport
2026-07-02 11:48:46,Uber,169,Transport
2026-07-02 19:01:46,IRCTC,154,Transport
2026-07-02 02:14:46,Rapido,219,Transport
2026-07-02 09:27:46,Razorpay,468,Business
2026-07-02 16:40:46,Zoho,663,Business
2026-07-02 22:53:46,Meesho,887,Business
2026-07-03 06:06:46,Zomato,1297,Restaurant
2026-07-03 13:19:46,Swiggy,2009,Restaurant
2026-07-03 20:32:46,KFC,3262,Restaurant
2026-07-03 03:45:46,McDonalds,4614,Restaurant
2026-07-03 09:58:46,DMart,69,Market
2026-07-03 17:11:46,BigBazaar,295,Market
2026-07-04 00:24:46,Reliance,251,Market
2026-07-04 07:37:46,Blinkit,446,Market
2026-07-04 13:50:46,Starbucks,597,Coffee
2026-07-04 21:03:46,CafeCoffeeDay,939,Coffee
2026-07-04 04:16:46,Barista,1413,Coffee
2026-07-04 11:29:46,OlaCabs,2116,Transport
2026-07-05 18:42:46,Uber,3279,Transport
2026-07-05 00:55:46,IRCTC,4677,Transport
2026-07-05 08:08:46,Rapido,212,Transport
2026-07-05 15:21:46,Razorpay,264,Business
2026-07-05 22:34:46,Zoho,322,Business
2026-07-05 05:47:46,Meesho,306,Business
2026-07-06 12:00:46,Zomato,695,Restaurant
2026-07-06 19:13:46,Swiggy,998,Restaurant
2026-07-06 02:26:46,KFC,1447,Restaurant
2026-07-06 09:39:46,McDonalds,1988,Restaurant
2026-07-06 15:52:46,DMart,3127,Market
2026-07-06 23:05:46,BigBazaar,4566,Market
2026-07-07 06:18:46,Reliance,109,Market
2026-07-07 13:31:46,Blinkit,279,Market
2026-07-07 20:44:46,Starbucks,375,Coffee
2026-07-07 02:57:46,CafeCoffeeDay,379,Coffee
2026-07-07 10:10:46,Barista,626,Coffee
2026-07-07 17:23:46,OlaCabs,919,Transport
2026-07-08 00:36:46,Uber,1271,Transport
2026-07-08 06:49:46,IRCTC,1966,Transport
2026-07-08 14:02:46,Rapido,3156,Transport
2026-07-08 21:15:46,Razorpay,4664,Business
2026-07-08 04:28:46,Zoho,208,Business
2026-07-08 11:41:46,Meesho,202,Business
2026-07-09 17:54:46,Zomato,197,Restaurant
2026-07-09 01:07:46,Swiggy,336,Restaurant
2026-07-09 08:20:46,KFC,729,Restaurant
2026-07-09 15:33:46,McDonalds,992,Restaurant
2026-07-09 22:46:46,DMart,1277,Market
2026-07-09 04:59:46,BigBazaar,1943,Market
2026-07-10 12:12:46,Reliance,3311,Market
2026-07-10 19:25:46,Blinkit,4655,Market
2026-07-10 02:38:46,Starbucks,95,Coffee
2026-07-10 08:51:46,CafeCoffeeDay,196,Coffee
2026-07-10 16:04:46,Barista,287,Coffee
2026-07-10 23:17:46,OlaCabs,416,Transport
2026-07-11 06:30:46,Uber,627,Transport
2026-07-11 13:43:46,IRCTC,870,Transport
2026-07-11 19:56:46,Rapido,1364,Transport
2026-07-11 03:09:46,Razorpay,1999,Business
2026-07-11 10:22:46,Zoho,3304,Business
2026-07-11 17:35:46,Meesho,4603,Business
2026-07-11 23:48:46,Zomato,238,Restaurant
2026-07-12 07:01:46,Swiggy,245,Restaurant
2026-07-12 14:14:46,KFC,332,Restaurant
2026-07-12 21:27:46,McDonalds,321,Restaurant
2026-07-12 04:40:46,DMart,553,Market
2026-07-12 10:53:46,BigBazaar,869,Market
2026-07-13 18:06:46,Reliance,1310,Market
2026-07-13 01:19:46,Blinkit,2113,Market
2026-07-13 08:32:46,Starbucks,3278,Coffee
2026-07-13 15:45:46,CafeCoffeeDay,4532,Coffee
2026-07-13 21:58:46,Barista,212,Coffee
2026-07-13 05:11:46,OlaCabs,120,Transport
2026-07-14 12:24:46,Uber,249,Transport
2026-07-14 19:37:46,IRCTC,413,Transport
2026-07-14 01:50:46,Rapido,709,Transport
2026-07-14 09:03:46,Razorpay,938,Business
2026-07-14 16:16:46,Zoho,1394,Business
2026-07-14 23:29:46,Meesho,2075,Business
2026-07-15 06:42:46,Zomato,3233,Restaurant
2026-07-15 12:55:46,Swiggy,4626,Restaurant
2026-07-15 20:08:46,KFC,109,Restaurant
2026-07-15 03:21:46,McDonalds,155,Restaurant
2026-07-15 10:34:46,DMart,373,Market
2026-07-15 17:47:46,BigBazaar,431,Market
2026-07-16 00:00:46,Reliance,569,Market
2026-07-16 07:13:46,Blinkit,918,Market
2026-07-16 14:26:46,Starbucks,1380,Coffee
2026-07-16 21:39:46,CafeCoffeeDay,1948,Coffee
2026-07-16 03:52:46,Barista,3192,Coffee
2026-07-16 11:05:46,OlaCabs,4693,Transport
2026-07-17 18:18:46,Uber,213,Transport
2026-07-17 01:31:46,IRCTC,251,Transport
2026-07-17 08:44:46,Rapido,304,Transport
2026-07-17 14:57:46,Razorpay,434,Business
2026-07-17 22:10:46,Zoho,710,Business
2026-07-17 05:23:46,Meesho,908,Business
2026-07-18 12:36:46,Zomato,1281,Restaurant
2026-07-18 18:49:46,Swiggy,1976,Restaurant
2026-07-18 02:02:46,KFC,3221,Restaurant
2026-07-18 09:15:46,McDonalds,4673,Restaurant
2026-07-18 16:28:46,DMart,60,Market
2026-07-18 23:41:46,BigBazaar,101,Market
2026-07-19 05:54:46,Reliance,232,Market
2026-07-19 13:07:46,Blinkit,377,Market
2026-07-19 20:20:46,Starbucks,594,Coffee
2026-07-19 03:33:46,CafeCoffeeDay,1026,Coffee
2026-07-19 10:46:46,Barista,1305,Coffee
2026-07-19 16:59:46,OlaCabs,2115,Transport
2026-07-20 00:12:46,Uber,3185,Transport
2026-07-20 07:25:46,IRCTC,4594,Transport
2026-07-20 14:38:46,Rapido,123,Transport
2026-07-20 20:51:46,Razorpay,130,Business
2026-07-20 04:04:46,Zoho,181,Business
2026-07-20 11:17:46,Meesho,427,Business
2026-07-21 18:30:46,Zomato,731,Restaurant
2026-07-21 01:43:46,Swiggy,940,Restaurant
2026-07-21 07:56:46,KFC,1314,Restaurant
2026-07-21 15:09:46,McDonalds,1953,Restaurant
2026-07-21 22:22:46,DMart,3217,Market
2026-07-21 05:35:46,BigBazaar,4656,Market
2026-07-22 11:48:46,Reliance,220,Market
2026-07-22 19:01:46,Blinkit,158,Market
2026-07-22 02:14:46,Starbucks,308,Coffee
2026-07-22 09:27:46,CafeCoffeeDay,443,Coffee
2026-07-22 16:40:46,Barista,711,Coffee
2026-07-22 22:53:46,OlaCabs,920,Transport
2026-07-23 06:06:46,Uber,1288,Transport
2026-07-23 13:19:46,IRCTC,2021,Transport
2026-07-23 20:32:46,Rapido,3309,Transport
2026-07-23 03:45:46,Razorpay,4530,Business
2026-07-23 09:58:46,Zoho,151,Business
2026-07-23 17:11:46,Meesho,104,Business
2026-07-24 00:24:46,Zomato,297,Restaurant
2026-07-24 07:37:46,Swiggy,319,Restaurant
2026-07-24 13:50:46,KFC,620,Restaurant
2026-07-24 21:03:46,McDonalds,977,Restaurant
2026-07-24 04:16:46,DMart,1379,Market
2026-07-24 11:29:46,BigBazaar,2066,Market
2026-07-25 18:42:46,Reliance,3223,Market
2026-07-25 00:55:46,Blinkit,4701,Market
2026-07-25 08:08:46,Starbucks,203,Coffee
2026-07-25 15:21:46,CafeCoffeeDay,206,Coffee
2026-07-25 22:34:46,Barista,254,Coffee
2026-07-25 05:47:46,OlaCabs,329,Transport
2026-07-26 12:00:46,Uber,643,Transport
2026-07-26 19:13:46,IRCTC,835,Transport
2026-07-26 02:26:46,Rapido,1353,Transport
2026-07-26 09:39:46,Razorpay,1963,Business
2026-07-26 15:52:46,Zoho,3278,Business
2026-07-26 23:05:46,Meesho,4637,Business
2026-07-27 06:18:46,Zomato,216,Restaurant
2026-07-27 13:31:46,Swiggy,192,Restaurant
2026-07-27 20:44:46,KFC,202,Restaurant
2026-07-27 02:57:46,McDonalds,411,Restaurant
2026-07-27 10:10:46,DMart,567,Market
2026-07-27 17:23:46,BigBazaar,892,Market
2026-07-28 00:36:46,Reliance,1381,Market
2026-07-28 06:49:46,Blinkit,2070,Market
2026-07-28 14:02:46,Starbucks,3222,Coffee
2026-07-28 21:15:46,CafeCoffeeDay,4654,Coffee
2026-07-28 04:28:46,Barista,60,Coffee
2026-07-28 11:41:46,OlaCabs,201,Transport
2026-07-29 17:54:46,Uber,259,Transport
2026-07-29 01:07:46,IRCTC,490,Transport
2026-07-29 08:20:46,Rapido,626,Transport
2026-07-29 15:33:46,Razorpay,886,Business
2026-07-29 22:46:46,Zoho,1355,Business
2026-07-29 04:59:46,Meesho,2119,Business
2026-07-30 12:12:46,Zomato,3163,Restaurant
2026-07-30 19:25:46,Swiggy,4539,Restaurant
2026-07-30 02:38:46,KFC,170,Restaurant
2026-07-30 08:51:46,McDonalds,262,Restaurant
2026-07-30 16:04:46,DMart,209,Market
2026-07-30 23:17:46,BigBazaar,435,Market
2026-07-31 06:30:46,Reliance,670,Market
2026-07-31 13:43:46,Blinkit,879,Market
2026-07-31 19:56:46,Starbucks,1468,Coffee
2026-07-31 03:09:46,CafeCoffeeDay,2009,Coffee
2026-07-31 10:22:46,Barista,3209,Coffee
2026-07-31 17:35:46,OlaCabs,4706,Transport
2026-07-31 23:48:46,Uber,205,Transport
2026-08-01 07:01:46,IRCTC,137,Transport
2026-08-01 14:14:46,Rapido,240,Transport
2026-08-01 21:27:46,Razorpay,326,Business
2026-08-01 04:40:46,Zoho,577,Business
2026-08-01 10:53:46,Meesho,895,Business
2026-08-02 18:06:46,Zomato,1320,Restaurant
2026-08-02 01:19:46,Swiggy,1964,Restaurant
2026-08-02 08:32:46,KFC,3274,Restaurant
2026-08-02 15:45:46,McDonalds,4559,Restaurant
2026-08-02 21:58:46,DMart,234,Market
2026-08-02 05:11:46,BigBazaar,294,Market
2026-08-03 12:24:46,Reliance,347,Market
2026-08-03 19:37:46,Blinkit,319,Market
2026-08-03 01:50:46,Starbucks,585,Coffee
2026-08-03 09:03:46,CafeCoffeeDay,1027,Coffee
2026-08-03 16:16:46,Barista,1430,Coffee
2026-08-03 23:29:46,OlaCabs,2046,Transport
2026-08-04 06:42:46,Uber,3238,Transport
2026-08-04 12:55:46,IRCTC,4713,Transport
2026-08-04 20:08:46,Rapido,184,Transport
2026-08-04 03:21:46,Razorpay,294,Business
2026-08-04 10:34:46,Zoho,328,Business
2026-08-04 17:47:46,Meesho,414,Business
2026-08-05 00:00:46,Zomato,714,Restaurant
2026-08-05 07:13:46,Swiggy,974,Restaurant
2026-08-05 14:26:46,KFC,1434,Restaurant
2026-08-05 21:39:46,McDonalds,2082,Restaurant
2026-08-05 03:52:46,DMart,3279,Market
2026-08-05 11:05:46,BigBazaar,4602,Market
2026-08-06 18:18:46,Reliance,200,Market
2026-08-06 01:31:46,Blinkit,180,Market
2026-08-06 08:44:46,Starbucks,218,Coffee
2026-08-06 14:57:46,CafeCoffeeDay,412,Coffee
2026-08-06 22:10:46,Barista,557,Coffee
2026-08-06 05:23:46,OlaCabs,950,Transport
2026-08-07 12:36:46,Uber,1383,Transport
2026-08-07 18:49:46,IRCTC,2081,Transport
2026-08-07 02:02:46,Rapido,3197,Transport
2026-08-07 09:15:46,Razorpay,4590,Business
2026-08-07 16:28:46,Zoho,191,Business
2026-08-07 23:41:46,Meesho,114,Business
2026-08-08 05:54:46,Zomato,270,Restaurant
2026-08-08 13:07:46,Swiggy,429,Restaurant
2026-08-08 20:20:46,KFC,558,Restaurant
2026-08-08 03:33:46,McDonalds,909,Restaurant
2026-08-08 10:46:46,DMart,1388,Market
2026-08-08 16:59:46,BigBazaar,2035,Market
2026-08-09 00:12:46,Reliance,3129,Market
2026-08-09 07:25:46,Blinkit,4534,Market
2026-08-09 14:38:46,Starbucks,134,Coffee
2026-08-09 20:51:46,CafeCoffeeDay,173,Coffee
2026-08-09 04:04:46,Barista,199,Coffee
2026-08-09 11:17:46,OlaCabs,465,Transport
2026-08-10 18:30:46,Uber,563,Transport
2026-08-10 01:43:46,IRCTC,987,Transport
2026-08-10 07:56:46,Rapido,1422,Transport
2026-08-10 15:09:46,Razorpay,2049,Business
2026-08-10 22:22:46,Zoho,3218,Business
2026-08-10 05:35:46,Meesho,4638,Business
2026-08-11 11:48:46,Zomato,188,Restaurant
2026-08-11 19:01:46,Swiggy,241,Restaurant
2026-08-11 02:14:46,KFC,369,Restaurant
2026-08-11 09:27:46,McDonalds,310,Restaurant
2026-08-11 16:40:46,DMart,655,Market
2026-08-11 22:53:46,BigBazaar,976,Market
2026-08-12 06:06:46,Reliance,1436,Market
2026-08-12 13:19:46,Blinkit,1968,Market
2026-08-12 20:32:46,Starbucks,3202,Coffee
2026-08-12 03:45:46,CafeCoffeeDay,4674,Coffee
2026-08-12 09:58:46,Barista,161,Coffee
2026-08-12 17:11:46,OlaCabs,228,Transport
2026-08-13 00:24:46,Uber,218,Transport
2026-08-13 07:37:46,IRCTC,315,Transport
2026-08-13 13:50:46,Rapido,655,Transport
2026-08-13 21:03:46,Razorpay,856,Business
2026-08-13 04:16:46,Zoho,1357,Business
2026-08-13 11:29:46,Meesho,2102,Business
2026-08-14 18:42:46,Zomato,3141,Restaurant
2026-08-14 00:55:46,Swiggy,4649,Restaurant
2026-08-14 08:08:46,KFC,205,Restaurant
2026-08-14 15:21:46,McDonalds,144,Restaurant
2026-08-14 22:34:46,DMart,190,Market
2026-08-14 05:47:46,BigBazaar,363,Market
2026-08-15 12:00:46,Reliance,721,Market
2026-08-15 19:13:46,Blinkit,942,Market
2026-08-15 02:26:46,Starbucks,1382,Coffee
2026-08-15 09:39:46,CafeCoffeeDay,2054,Coffee
2026-08-15 15:52:46,Barista,3253,Coffee
2026-08-15 23:05:46,OlaCabs,4676,Transport
2026-08-16 06:18:46,Uber,80,Transport
2026-08-16 13:31:46,IRCTC,193,Transport
2026-08-16 20:44:46,Rapido,275,Transport
2026-08-16 02:57:46,Razorpay,372,Business
2026-08-16 10:10:46,Zoho,639,Business
2026-08-16 17:23:46,Meesho,934,Business
2026-08-17 00:36:46,Zomato,1468,Restaurant
2026-08-17 06:49:46,Swiggy,2006,Restaurant
2026-08-17 14:02:46,KFC,3293,Restaurant
2026-08-17 21:15:46,McDonalds,4673,Restaurant
2026-08-17 04:28:46,DMart,60,Market
2026-08-17 11:41:46,BigBazaar,261,Market
2026-08-18 17:54:46,Reliance,345,Market
2026-08-18 01:07:46,Blinkit,385,Market
2026-08-18 08:20:46,Starbucks,556,Coffee
2026-08-18 15:33:46,CafeCoffeeDay,914,Coffee
2026-08-18 22:46:46,Barista,1294,Coffee
2026-08-18 04:59:46,OlaCabs,2062,Transport
2026-08-19 12:12:46,Uber,3293,Transport
2026-08-19 19:25:46,IRCTC,4618,Transport
2026-08-19 02:38:46,Rapido,112,Transport
2026-08-19 08:51:46,Razorpay,164,Business
2026-08-19 16:04:46,Zoho,365,Business
2026-08-19 23:17:46,Meesho,468,Business
2026-08-20 06:30:46,Zomato,694,Restaurant
2026-08-20 13:43:46,Swiggy,868,Restaurant
2026-08-20 19:56:46,KFC,1355,Restaurant
2026-08-20 03:09:46,McDonalds,1940,Restaurant
2026-08-20 10:22:46,DMart,3269,Market
2026-08-20 17:35:46,BigBazaar,4689,Market
2026-08-20 23:48:46,Reliance,76,Market
2026-08-21 07:01:46,Blinkit,189,Market
2026-08-21 14:14:46,Starbucks,259,Coffee
2026-08-21 21:27:46,CafeCoffeeDay,467,Coffee
2026-08-21 04:40:46,Barista,718,Coffee
2026-08-21 10:53:46,OlaCabs,999,Transport
2026-08-22 18:06:46,Uber,1370,Transport
2026-08-22 01:19:46,IRCTC,1953,Transport
2026-08-22 08:32:46,Rapido,3272,Transport
2026-08-22 15:45:46,Razorpay,4701,Business
2026-08-22 21:58:46,Zoho,61,Business
2026-08-22 05:11:46,Meesho,179,Business
2026-08-23 12:24:46,Zomato,323,Restaurant
2026-08-23 19:37:46,Swiggy,396,Restaurant
2026-08-23 01:50:46,KFC,704,Restaurant
2026-08-23 09:03:46,McDonalds,914,Restaurant
2026-08-23 16:16:46,DMart,1302,Market
2026-08-23 23:29:46,BigBazaar,2091,Market
2026-08-24 06:42:46,Reliance,3299,Market
2026-08-24 12:55:46,Blinkit,4709,Market
2026-08-24 20:08:46,Starbucks,215,Coffee
2026-08-24 03:21:46,CafeCoffeeDay,234,Coffee
2026-08-24 10:34:46,Barista,203,Coffee
2026-08-24 17:47:46,OlaCabs,465,Transport
2026-08-25 00:00:46,Uber,711,Transport
2026-08-25 07:13:46,IRCTC,938,Transport
2026-08-25 14:26:46,Rapido,1400,Transport
2026-08-25 21:39:46,Razorpay,2012,Business
2026-08-25 03:52:46,Zoho,3124,Business
2026-08-25 11:05:46,Meesho,4612,Business
2026-08-26 18:18:46,Zomato,119,Restaurant
2026-08-26 01:31:46,Swiggy,146,Restaurant
2026-08-26 08:44:46,KFC,234,Restaurant
2026-08-26 14:57:46,McDonalds,387,Restaurant
2026-08-26 22:10:46,DMart,736,Market
2026-08-26 05:23:46,BigBazaar,954,Market
2026-08-27 12:36:46,Reliance,1319,Market
2026-08-27 18:49:46,Blinkit,1977,Market
2026-08-27 02:02:46,Starbucks,3155,Coffee
2026-08-27 09:15:46,CafeCoffeeDay,4559,Coffee
2026-08-27 16:28:46,Barista,60,Coffee
2026-08-27 23:41:46,OlaCabs,175,Transport
2026-08-28 05:54:46,Uber,205,Transport
2026-08-28 13:07:46,IRCTC,429,Transport
2026-08-28 20:20:46,Rapido,737,Transport
2026-08-28 03:33:46,Razorpay,968,Business
2026-08-28 10:46:46,Zoho,1459,Business
2026-08-28 16:59:46,Meesho,2054,Business
2026-08-29 00:12:46,Zomato,3129,Restaurant
2026-08-29 07:25:46,Swiggy,4689,Restaurant
2026-08-29 14:38:46,KFC,126,Restaurant
2026-08-29 20:51:46,McDonalds,296,Restaurant
2026-08-29 04:04:46,DMart,338,Market
2026-08-29 11:17:46,BigBazaar,333,Market
2026-08-30 18:30:46,Reliance,692,Market
2026-08-30 01:43:46,Blinkit,926,Market
2026-08-30 07:56:46,Starbucks,1309,Coffee
2026-08-30 15:09:46,CafeCoffeeDay,1961,Coffee
2026-08-30 22:22:46,Barista,3166,Coffee
2026-08-30 05:35:46,OlaCabs,4697,Transport
2026-08-31 11:48:46,Uber,237,Transport
2026-08-31 19:01:46,IRCTC,259,Transport
2026-08-31 02:14:46,Rapido,222,Transport
2026-08-31 09:27:46,Razorpay,484,Business
2026-08-31 16:40:46,Zoho,652,Business
2026-08-31 22:53:46,Meesho,841,Business
2026-09-01 06:06:46,Zomato,1375,Restaurant
2026-09-01 13:19:46,Swiggy,2013,Restaurant
2026-09-01 20:32:46,KFC,3293,Restaurant
2026-09-01 03:45:46,McDonalds,4704,Restaurant
2026-09-01 09:58:46,DMart,100,Market
2026-09-01 17:11:46,BigBazaar,213,Market
2026-09-02 00:24:46,Reliance,336,Market
2026-09-02 07:37:46,Blinkit,372,Market
2026-09-02 13:50:46,Starbucks,732,Coffee
2026-09-02 21:03:46,CafeCoffeeDay,1021,Coffee
2026-09-02 04:16:46,Barista,1470,Coffee
2026-09-02 11:29:46,OlaCabs,2034,Transport
2026-09-03 18:42:46,Uber,3179,Transport
2026-09-03 00:55:46,IRCTC,4656,Transport
2026-09-03 08:08:46,Rapido,101,Transport
2026-09-03 15:21:46,Razorpay,179,Business
2026-09-03 22:34:46,Zoho,380,Business
2026-09-03 05:47:46,Meesho,420,Business
2026-09-04 12:00:46,Zomato,589,Restaurant
2026-09-04 19:13:46,Swiggy,924,Restaurant
2026-09-04 02:26:46,KFC,1443,Restaurant
2026-09-04 09:39:46,McDonalds,2066,Restaurant
2026-09-04 15:52:46,DMart,3232,Market
2026-09-04 23:05:46,BigBazaar,4638,Market
2026-09-05 06:18:46,Reliance,236,Market
2026-09-05 13:31:46,Blinkit,172,Market
2026-09-05 20:44:46,Starbucks,379,Coffee
2026-09-05 02:57:46,CafeCoffeeDay,397,Coffee
2026-09-05 10:10:46,Barista,668,Coffee
2026-09-05 17:23:46,OlaCabs,965,Transport
2026-09-06 00:36:46,Uber,1377,Transport
2026-09-06 06:49:46,IRCTC,1961,Transport
2026-09-06 14:02:46,Rapido,3171,Transport
2026-09-06 21:15:46,Razorpay,4674,Business
2026-09-06 04:28:46,Zoho,75,Business
2026-09-06 11:41:46,Meesho,164,Business
2026-09-07 17:54:46,Zomato,193,Restaurant
2026-09-07 01:07:46,Swiggy,464,Restaurant
2026-09-07 08:20:46,KFC,663,Restaurant
2026-09-07 15:33:46,McDonalds,925,Restaurant
2026-09-07 22:46:46,DMart,1411,Market
2026-09-07 04:59:46,BigBazaar,1946,Market
2026-09-08 12:12:46,Reliance,3302,Market
2026-09-08 19:25:46,Blinkit,4652,Market
2026-09-08 02:38:46,Starbucks,71,Coffee
2026-09-08 08:51:46,CafeCoffeeDay,172,Coffee
2026-09-08 16:04:46,Barista,201,Coffee
2026-09-08 23:17:46,OlaCabs,495,Transport
2026-09-09 06:30:46,Uber,581,Transport
2026-09-09 13:43:46,IRCTC,899,Transport
2026-09-09 19:56:46,Rapido,1385,Transport
2026-09-09 03:09:46,Razorpay,2051,Business
2026-09-09 10:22:46,Zoho,3157,Business
2026-09-09 17:35:46,Meesho,4631,Business
2026-09-09 23:48:46,Zomato,63,Restaurant
2026-09-10 07:01:46,Swiggy,156,Restaurant
2026-09-10 14:14:46,KFC,295,Restaurant
2026-09-10 21:27:46,McDonalds,389,Restaurant
2026-09-10 04:40:46,DMart,546,Market
2026-09-10 10:53:46,BigBazaar,936,Market
2026-09-11 18:06:46,Reliance,1283,Market
2026-09-11 01:19:46,Blinkit,2021,Market
2026-09-11 08:32:46,Starbucks,3248,Coffee
2026-09-11 15:45:46,CafeCoffeeDay,4615,Coffee
2026-09-11 21:58:46,Barista,100,Coffee
2026-09-11 05:11:46,OlaCabs,198,Transport
2026-09-12 12:24:46,Uber,200,Transport
2026-09-12 19:37:46,IRCTC,395,Transport
2026-09-12 01:50:46,Rapido,597,Transport
2026-09-12 09:03:46,Razorpay,837,Business
2026-09-12 16:16:46,Zoho,1351,Business
2026-09-12 23:29:46,Meesho,1945,Business
2026-09-13 06:42:46,Zomato,3302,Restaurant
2026-09-13 12:55:46,Swiggy,4686,Restaurant
2026-09-13 20:08:46,KFC,125,Restaurant
2026-09-13 03:21:46,McDonalds,137,Restaurant
2026-09-13 10:34:46,DMart,215,Market
2026-09-13 17:47:46,BigBazaar,309,Market
2026-09-14 00:00:46,Reliance,613,Market
2026-09-14 07:13:46,Blinkit,950,Market
2026-09-14 14:26:46,Starbucks,1448,Coffee
2026-09-14 21:39:46,CafeCoffeeDay,1955,Coffee
2026-09-14 03:52:46,Barista,3314,Coffee
2026-09-14 11:05:46,OlaCabs,4700,Transport
2026-09-15 18:18:46,Uber,160,Transport
2026-09-15 01:31:46,IRCTC,214,Transport
2026-09-15 08:44:46,Rapido,337,Transport
2026-09-15 14:57:46,Razorpay,301,Business
2026-09-15 22:10:46,Zoho,560,Business
2026-09-15 05:23:46,Meesho,834,Business
2026-09-16 12:36:46,Zomato,1335,Restaurant
2026-09-16 18:49:46,Swiggy,1975,Restaurant
2026-09-16 02:02:46,KFC,3158,Restaurant
2026-09-16 09:15:46,McDonalds,4660,Restaurant
2026-09-16 16:28:46,DMart,226,Market
2026-09-16 23:41:46,BigBazaar,255,Market
2026-09-17 05:54:46,Reliance,315,Market
2026-09-17 13:07:46,Blinkit,408,Market
2026-09-17 20:20:46,Starbucks,568,Coffee
2026-09-17 03:33:46,CafeCoffeeDay,1028,Coffee
2026-09-17 10:46:46,Barista,1343,Coffee
2026-09-17 16:59:46,OlaCabs,1980,Transport
2026-09-18 00:12:46,Uber,3197,Transport
